id@ Name@ Creation_year@ Adress
87@ dnjurc@ 1916@ Tokyo, Street zmzeh, 26
88@ wmrgxrmp@ 1970@ Osaka, Street ertfku, 11
89@ wnufcjp@ 1903@ Kyoto, Street uoaad, 24
90@ ezutefyx@ 1994@ Nagoya, Street xraf, 4
91@ tvhibjolqh@ 1958@ Kyoto, Street qmguw, 5
92@ yvcfih@ 1972@ Tokyo, Street goghiht, 27
93@ dcgjti@ 1967@ Hiroshima, Street sglnqbw, 5
94@ cej@ 1938@ Tokyo, Street vundpwdi, 6
95@ orbbb@ 1903@ Sakura, Street ytweqvtuv, 15
96@ jbcez@ 1978@ Tokyo, Street rmxeuierd, 20
97@ ywkh@ 1905@ Sakura, Street ips, 4
98@ repvoofp@ 1960@ Sakura, Street diw, 6
99@ awoqs@ 1959@ Kyoto, Street ubaac, 12
100@ fhkmgightk@ 1966@ Tokyo, Street uxnqi, 6
